chunk_id,source,snippet,icd_codes
454,data/Definition_of_Medical_Specialties.pdf,"structures requiring surgery Surgery, Orthopedic Disease of the bones, joints muscles, and tendons Surgery, Plastic Diseases and conditions requiring surgical reconstruction for  deformity or loss of a body part, or for cosmetic purposes to  improve ...",'T888XXS'; 'T889XXS'; 'Z428'; 'T888XXA'
455,data/Definition_of_Medical_Specialties.pdf,"treatment Surgery, Urology Diseases of the kidneys, bladder and male reproductive tract that  require surgical operation Surgery, Vascular Diseases of the blood vessels that require surgical operation for  diagnosis or treatment...",'N3289'; 'N398'; 'N2889'; 'N29'
456,data/ms_guide.pdf,i         Saudi Commission for Health Specialties  Department of Medical Education & Postgraduate Studies   2015...,'Z758'; 'Z762'; 'Z759'; 'Z419'
457,data/ms_guide.pdf,BOOK SUPERVISOR  Dr. Mohammad Al-Onazi    BOOK ORGANIZER & COORDINATOR  Njoud Fahad Almahfouz    BOOK CO-ORGANIZERS & COORDINATORS  Anwaar Saud Aldaher  Osama Ibrahim Alghamdi    REVIEWED & EDITED BY:    Dr. Mohammed Al-Onazi  Consultant Pediatric Su...,'G3181'; 'Q8781'; 'P8330'; 'E70329'
458,data/ms_guide.pdf,"Specialties, Riyadh, Saudi Arabia     REVIEW COMMITTEE:  Prof. James Ware  Director of Medical Education and Postgraduate Studies, Saudi Commission for  Health Specialties, Riyadh, Saudi Arabia   Dr. Mohammad Al Sultan  Consultant Emergency Medicine,...",'R6511'; 'R6510'; 'A488'; 'B999'
459,data/ms_guide.pdf,"Center, Riyadh, Saudi Arabia   Dr. Sami Al Shammari  Consultant Palliative Care, King Fahad Medical City, Riyadh, Saudi Arabia   Dr. Thuraya Kattan  Medical Education Specialist, Saudi Commission for Health Specialties , Riyadh,  Saudi Arabia     ADM...",'Z515'; 'Z758'; 'Q861'; 'T889XXS'
460,data/ms_guide.pdf,"© Saudi Commission for Health Specialties, 2015   King Fahd National Library Cataloging-in-Publication Data    Almahfouz NF, Aldaher AS, Algha OI – Riyadh 2015   Medical Specialty Selection Guide for Medical Graduates     115p; 14.8cm × 21cm   ISBN: ...",'G3181'; 'M8908'; 'T888XXS'; 'E70328'
461,data/ms_guide.pdf,Medical Specialty   Selection Guide   for Medical Graduates...,'Z750'; 'T889XXS'; 'Z9289'; 'F40232'
462,data/ms_guide.pdf,TABLE OF CONTENT    v  Preface  ix    PART I: INTRODUCTION 11    1.1 Internship: The First Step 3  Concept of Internship 3  Internship Requirements 3  Specialty Rotations 3  Intern Duties 3  Recommended tips to be followed during internship 4  Saudi ...,'Y66'; 'T889XXS'; 'T889XXA'; 'Z022'
463,data/ms_guide.pdf,Medical and Surgical Specialties 6  Fellowship after Residency Program 7  Other Options for Medical Graduates 7  Being an Academic Staff 7  1.3 Factors Influencing Your Choice of Specialty 8  Personality and Personal Preferences 8  Lifestyle Influenc...,'Y66'; 'Z408'; 'T889XXS'; 'T888XXD'
464,data/ms_guide.pdf,Introduction 18  The Specialty by an Expert 18  Fellowships and Subspecialty Training 20  Residency Program 20  2.3 Community Medicine 22  Introduction 22  The Specialty by an Expert 22  Residency Program 23  2.4 Dermatology 25  Introduction 25  The ...,'L309'; 'L308'; 'L0889'; 'E13620'
465,data/ms_guide.pdf,TABLE OF CONTENT  vi  Fellowships and Subspecialty Training 33  Residency Program 34  2.6 Family Medicine 36  Introduction 36  The Specialty by an Expert 36  Residency Program 38  2.7 Forensic Medicine 40  Introduction 40  The Specialty by an Expert ...,'Z409'; 'Z408'; 'T889XXS'; 'T888XXS'
466,data/ms_guide.pdf,Residency Program 48  2.9 Internal Medicine 50  Introduction 50  The Specialty by an Expert 51  Global Training Programs and career options in Internal Medicine 51  Internal Medicine Subspecialties 52  Pulmonary Medicine 52  Rheumatology 53  Cardiolo...,'Y66'; 'J8489'; 'Z1383'; 'T889XXS'
467,data/ms_guide.pdf,Residency Program 66  2.11 Neurosurgery 67  Introduction 67  The Specialty by an Expert 67  Neurosurgery Subspecialties 68  Neurovascular Surgery (1-2 year) 68  Pediatric Neurosurgery (1-2 year) 68  Spine Surgery (1-2 year) 68  Skull Base Surgery (1 ...,'Z48811'; 'G529'; 'S049XXS'; 'G53'
468,data/ms_guide.pdf,TABLE OF CONTENT  vii  Residency Program 69  2.12 Obstetrics and Gynecology 71  Introduction 71  The Specialty by an Expert 71  Obstetrics and Gynecology Subspecialties 72  Maternal-Fetal Medicine (2-3 Year) 72  Gynecological Oncology (2-3 Year) 72  ...,'P007'; 'O3691X4'; 'O326XX4'; 'O326XX5'
469,data/ms_guide.pdf,Ophthalmology Subspecialties 76  Viteroretinal Surgery (2 Year) 76  Pediatric Ophthalmology and Strabismus (1-2 Year) 76  Corneal and External Ocular Diseases (1 Year) 76  Glaucoma (1 Year) 76  Neuro Ophthalmology (1 Year) 76  Uveitis (1 Year) 76  Oc...,'H5123'; 'H5120'; 'H59099'; 'H4933'
470,data/ms_guide.pdf,2.15 Otorhinolaryngology 84  Introduction 84  The Specialty by an Expert 84  Residency Program 85  2.16 Pathology 87  Introduction 87  The Specialty by an Expert 88  Residency Program 89  2.17 Pediatrics 90  Introduction 90  The Specialty by an Exper...,'Y721'; 'Z4789'; 'T889XXS'; 'Y728'
471,data/ms_guide.pdf,2.19 Plastic Surgery 99  Introduction 99  The Specialty by an Expert 99...,'Z428'; 'Y818'; 'Z411'; 'Y810'
472,data/ms_guide.pdf,TABLE OF CONTENT  viii  Plastic Surgery Subspecialties 100  Hand and upper limb 100  Craniofacial 100  Pediatric Plastic Surgery 100  Microvascular 100  Residency Program 100  2.20 Psychiatry 102  Introduction 102  The Specialty by an Expert 102  Psy...,'Z428'; 'Y818'; 'Y811'; 'Z1330'
473,data/ms_guide.pdf,Learning Disability Psychiatry 105  Social and Rehabilitation Psychiatry 105  Cross-cultural Psychiatry 105  Military Psychiatry 105  Academic Psychiatry 105  Residency Program 106  2.21 Radiology 108  Introduction 108  The Specialty by an Expert 108...,'Z046'; 'Z0271'; 'F488'; 'F79'
474,data/ms_guide.pdf,Neurourology 113  Renal transplantation 113  Pediatric Urology 114  Residency Program 114...,'Z940'; 'T8619'; 'T8610'; 'T8613'
475,data/ms_guide.pdf,ix  Preface        The book was designed to help the medical college graduates select their future  medical specialty according to essential objective information collected from  specialty experts and the Saudi Commission for Health Specialties (SCFH...,'T889XXS'; 'Y66'; 'Z9289'; 'T888XXS'
476,data/ms_guide.pdf,"Ibrahim Alghamdi. Together with a group of enthus iastic medical students, they  initiated structuring, collecting information, and organizing the book.      This book guides medical college students, as the title implies, to choose the  medical spec...",'Z9289'; 'Y66'; 'T889XXS'; 'M8908'
477,data/ms_guide.pdf,"the available specialties.     The specialty chapters are designed to provide the reader with a global and  holistic view on the specialty by organizing the information in three sections; an  introduction to the specialty, a description of the specia...",'Y66'; 'T889XXS'; 'Z0189'; 'Z741'
478,data/ms_guide.pdf,"A very sincere thanks goes to every member of the Medical Specialty Guide team   for their help, as they were the pillar of this production.     A special acknowledgment is extended to Prof. Sulaiman Bin Omran Al Emran, the  Deputy Secretary General ...",'T889XXS'; 'M779'; 'R402111'; 'R402131'
479,data/ms_guide.pdf,"directions in the initial stages of this book.    Moreover, we would like to thank all the specialt y experts who provided us with  valuable information on their specialties as well as all the reviewers and editors.    A special thanks goes  to Mrs. ...",'W12XXXS'; 'A5131'; 'Q760'; 'H5701'
480,data/ms_guide.pdf,"the training r esidents who provided us with information  that was used to  prepare this book.    Dr. Mohammed Al Onazi  Consultant Pediatric Surgeon, Department of Pediatric Surgery  Prince Sultan Military Medical City  Riyadh, Saudi Arabia...",'Z7681'; 'P8330'; 'P8339'; 'T889XXS'
481,data/ms_guide.pdf,Part I:  Introduction...,'Z641'; 'Y93A5'; 'Y9389'; 'Y939'
482,data/ms_guide.pdf,"1.1 INTERNSHIP: THE FIRST STEP  3  1.1 Internship: The First Step    Maram Alghamdi, Hala Marzo ug Almarzoug, Fares Abdulmaje d Alk hayal, Feras Ab bas  Qumqumji, Ali Yousif    Concept of Internship    The m edical internship is a supervised period o...",'Z020'; 'Z022'; 'O09521'; 'Y93A3'
483,data/ms_guide.pdf,"achieve learning outcomes independently.    The resident/learner should also fulfill the essential educational compon ents of  practice-based learning, and he/she should be able to provide feedback and  reflection in practice.    The Ministry of High...",'Z020'; 'Z022'; 'Y66'; 'Z551'
484,data/ms_guide.pdf,"professionals in the Kingdom  for the d uration of the medical internship is one  year and starts in the summer in most universities.    Internship Requirements    Internship requirements are the same, locally and internationally, except for  some di...",'Y66'; 'Z409'; 'T889XXS'; 'T889XXA'
485,data/ms_guide.pdf,3. Department of Pediatrics: 2 months*  4. Department of Obstetrics and Gynecology: 2 months*  5. Department of Family and Community Medicine: 1 month*  6. Optional: one month (from a number of disciplines)  (*The duration requirement depends on the ...,'Z7681'; 'P398'; 'P399'; 'Y66'
486,data/ms_guide.pdf,"The medical intern is expected to:   Evaluate all new patients under the supervision of a Consultant, by a taking  proper history of the patient, performing a physical examination and  requesting the necessary laboratory investigations.   List a di...",'Z712'; 'Z0000'; 'Z0001'; 'Z419'
487,data/ms_guide.pdf,1.1 INTERNSHIP: THE FIRST STEP  4   See all of his/her patients every day and follow-up their investigations.   Attend morning report/handover meetings.   Attend all the activities of the department/unit whether they are medical  rounds on patient...,'Z09'; 'Z08'; 'Y92230'; 'Z764'
488,data/ms_guide.pdf,1. Arrive at work early and prepare your notes before rounds. It really helps  because it enables you to work on other things after the medical rounds.  2. Be organized and always write things down. You need to develop a good  system in order to keep...,'R402254'; 'R402244'; 'R402253'; 'R402243'
489,data/ms_guide.pdf,4. Maintain good nutrition and ensure that you have enough rest and exercise.   5. Your communication skills are particularly important as an intern because  of your central role in coordinating patient management.  6. You should have the opportunity...,'Y92230'; 'R402244'; 'R402254'; 'R402253'
490,data/ms_guide.pdf,held device.  8. Attend courses/conferences that are related to your future specialty.  9. Attend courses/workshops that enhances your soft and personal skills.  10. Become capable of demonstrating your understanding of professional and   ethical rol...,'Z408'; 'Y66'; 'Z020'; 'Y828'
491,data/ms_guide.pdf,"11. Start wor king on research studies, especially on topics related to your  future specialty. This can enhance your chances of being accepted in your  desired specialty program.  12. Internship is a good time to prepare yourself for international e...",'Z020'; 'Z022'; 'Z0189'; 'Z021'
492,data/ms_guide.pdf,graduate has to pass in order to be accepted in the l ocal Residency Training  Programs to pursue his/her postgraduate training.  The exam is held at various  SCFHS branches all over Saudi Arabia.  Each intern has the right to take the exam  three ti...,'Z020'; 'Z022'; 'Z0189'; 'Z0289'
493,data/ms_guide.pdf,1.1 INTERNSHIP: THE FIRST STEP  5  specialties which are distributed according to the table below.    Specialty Number of Questions  Medicine 25  General Surgery 15  Pediatric 15  Family Medicine 15  Psychiatry 5  Obstetrics and Gynecology 5  Dermato...,'Z0189'; 'Z029'; 'Y66'; 'Z419'
494,data/ms_guide.pdf,"1. Letter from your college or faculty indicating that you are currently an  Intern.  2. Hardcopy of your National ID Card.  3. Completed Saudi Licensing Exam (SLE) application form.   Payment of 500SR is required for the first attempt, 800SR for th...",'Z022'; 'Z020'; 'Z0279'; 'Z024'
495,data/ms_guide.pdf,203608010000037)   All requirements should be taken to the nearest SCFHS branch in your  city or sent to the SCFHS Exam Administration through mail: SCFHS  PO Box 94656 Riyadh 11614.  A reply will be sent back to your contact  address with your user...,'Z022'; 'Z029'; 'Z020'; 'Z0284'
496,data/ms_guide.pdf,"the username and password provided to you.  Pay the registration fee  (105$) using Visa/MasterCard, and finally choos e your preferred  exam day.   Educational sources that might  be of help  are: USMLE Step 2 Secrets,  USMLE Step 2 CK, Crush Step 2...",'Z020'; 'Z022'; 'Z024'; 'Z0289'
497,data/ms_guide.pdf,"1.2 BEING A RESIDENT  6  1.2 Being a Resident    Maram Alghamdi , Hala Marzoug Almarzoug, Fares Abdulmaje d Alk hayal, Feras Ab bas  Qumqumji, Ali Yousif    Concept of Residency    Residency is a period of training in a specific medical specialty. Th...",'Z022'; 'Z751'; 'Z020'; 'Z593'
498,data/ms_guide.pdf,"Advantages of the medical residency program    Being enrolled in a residency program enables you to be trained in a structured  program, as well as  to become certified to practice the specialty as a senior  registrar. After you obtain the certificat...",'Y66'; 'Z408'; 'T889XXS'; 'Y6552'
499,data/ms_guide.pdf, Thoracic Surgery   Pediatric Surgery   Neurosurgery   Plastic and Reconstructive Surgery    Orthopedics   Obstetrics and Gynecology   Ophthalmology   Urology   Otorhinolaryngology (ORL)    B. Medical Specialties:    Internal Medicine   Ca...,'Z409'; 'T889XXS'; 'Z408'; 'T889XXA'
500,data/ms_guide.pdf,"1.2 BEING A RESIDENT  7   Rehabilitation Medicine   Pediatrics   Psychiatry   Dermatology    Fellowship after Residency Program    After completing the Residency Program, there is a possibility to subspecialize in  a certain area within your gene...",'Z7187'; 'Z046'; 'Z69021'; 'Z69010'
501,data/ms_guide.pdf,"practice as a consultant in your preferred subspecialty..    Other Options for Medical Graduates    There are other options for a medical graduate apart from joining a residency  program, such as:    1. Obtaining a Master's degree in Basic Medical Sc...",'Y66'; 'Z750'; 'T889XXS'; 'F40232'
502,data/ms_guide.pdf,independent research and a dissertation are both required to earn a PhD in  Basic Medical Sciences; some programs also require an internship.    Being an Academic Staff     Becoming an academic staff member means that you are working in an academic  ...,'Y66'; 'Y92531'; 'Z759'; 'Y92538'
503,data/ms_guide.pdf,"the university instead of the hospital.  Therefore, enrolling into such a program  will enable you to be come an academic staff  who works in the College of  Medicine and is entitled to  be promoted through the academic ranks   (Demonstrator >  Assis...",'Z764'; 'Y92238'; 'Z020'; 'Y92233'
504,data/ms_guide.pdf,"Registrar/ > Consultant).  You must be under 28 years of age,  and your GPA  should be 3.75 and above  in order to be accepted in the aforementioned  program.     Advantages:   Being an academic faculty   Available Scholarships   Doing research   ...",'Z555'; 'Z020'; 'Z551'; 'Z553'
505,data/ms_guide.pdf,"1.3   FACTORS INFLUENCING YOUR CHOICE OF SPECIALTY  8  1.3 Factors Influencing Your Choice of Specialty    Maram Alghamdi , Hala Marzoug Almarzoug, Fares Abdulmaje d Alk hayal, Feras Ab bas  Qumqumji, Ali Yousif    Personality and Personal Preference...",'F070'; 'F6089'; 'Z91198'; 'Z9289'
506,data/ms_guide.pdf,"Myer-Briggs Type Indicator"" (MBTI) is a psychological test (among many others)  which was designed to analyze personalities in a systematic and scientific  manner.[6]    According to the theory under-pinning the MBTI, every individual falls under one...",'F070'; 'F609'; 'F688'; 'F6089'
507,data/ms_guide.pdf,involves other people-such as colleagues or patients.     (*Personality Type s and The Transgender Community.  http://www.webdotgal.com/html/m-b.html. Retrieved on August 2013)    The four dimensions measured by the MBTI are:  1. Extroversion (E) ver...,'F648'; 'F649'; 'F640'; 'F688'
508,data/ms_guide.pdf,"interactions with greater focus and depth, with others who are also  good listeners and who think before they act or speak.   Extroversion: Extroverts on the other hand, draw their energy from  external stimuli and tend to focus their interest on th...",'R448'; 'R4587'; 'F422'; 'R449'
509,data/ms_guide.pdf,"2. Sensing (S) versus Intuition (N)   Sensing: Sensors are individuals who are draw n into hard and  immediate facts of life, as well as practical details and evidence that  can be taken in through one of the five senses. They are sensible; thus,  w...",'Z462'; 'R449'; 'R404'; 'R448'
510,data/ms_guide.pdf,"possibilities, connections and relationships. They are imaginative and  creative people who like to see the big picture and abstract concepts.    3. Thinking (T) versus Feeling (F)   Thinking: Thinkers make their decisions impersonally, as they main...",'R4587'; 'F422'; 'R45851'; 'R419'
511,data/ms_guide.pdf,"1.3   FACTORS INFLUENCING YOUR CHOICE OF SPECIALTY  9  people, they are  motivated by achievement  and they always consider  the logical consequences of their decisions.   Feeling: feelers rely on personal and subjective feelings when making  their ...",'Z9189'; 'F070'; 'Z91A9'; 'Z531'
512,data/ms_guide.pdf,"easily.    4. Judgment (J) versus Perception (P)   Judgment: Judgers need a world of structure and predictability to  have a sense of control over their environment , and to be most  organized and productive. Judgers work hard, make decisions quickl...",'R448'; 'R449'; 'R465'; 'H5333'
513,data/ms_guide.pdf,"things. They feel the need to finish projects and settle all issues , and  tend to gather information in a leisurely way before making a final  decision. They prefer to experience as much of the world as possible,  so they like to keep their options ...",'R402241'; 'S70241S'; 'R402361'; 'Y92530'
514,data/ms_guide.pdf, Thoracic Surgery   Internal Medicine  Extroverted-Intuitive-Feeling-Judging  (ENFJ)   Thoracic Surgery   Dermatology   Psychiatry   Ophthalmology   Radiology  Extroverted-Sensing-Thinking- Judging  (ESTJ)   Obstetrics-Gynecology   General P...,'M779'; 'M778'; 'Y92530'; 'Y66'
515,data/ms_guide.pdf,(ENTP)   Otolaryngology   Psychiatry   Radiology   Pediatrics   Pathology  Extroverted-Sensing-Thinking- Perceptive (ESTP)   Orthopedic Surgery   Dermatology   Family Practice   Radiology   General Surgery  Introverted-Intuitive-Feeling-Per...,'M779'; 'L309'; 'Z712'; 'G9340'
516,data/ms_guide.pdf,1.3   FACTORS INFLUENCING YOUR CHOICE OF SPECIALTY  10   Dermatology   Pathology   Urology   Orthopedic Surgery  Introverted-Sensing-Thinking-Perceptive  (ISTP)   Otolaryngology   Anesthesiology   Radiology   Ophthalmology   General Practice...,'Y66'; 'Z006'; 'Z411'; 'Z712'
517,data/ms_guide.pdf, Urology   Family Practice   Thoracic Surgery   General Practice  Introverted-Intuitive-Feeling-Judging  (INFJ)   Psychiatry   Internal Medicine   Thoracic Surgery   General Surgery  Introverted-Sensing-Feeling-Judging (ISFJ)   Anesthesiolog...,'Z712'; 'Y92530'; 'Z409'; 'Z408'
518,data/ms_guide.pdf," General Practice    Lifestyle Influences    Different medical specialties differ not only in the knowledge and skills required,  but also in the routine of work and their effect on the physician's lifestyle.     Some specialties require long daily ...",'Z7289'; 'Y92538'; 'Z91A4'; 'Z729'
519,data/ms_guide.pdf,"have better control over their lifestyle and can manage their time better in order  to spend more time with family or engage in personal interests. Lifestyle  specialties include Ophthalmology, Dermatology, Pathology and Rehabilitation.     Meeting t...",'Z7289'; 'Z758'; 'Z7184'; 'B731'
520,data/ms_guide.pdf,"seems that there are a reasonable number of medical school graduates  with the  increasing number of medical colleges. However, it still d oes not meet the needs  of the country , es pecially in the cities that are not in t he major regions of the  K...",'Z758'; 'Z759'; 'Z750'; 'F40232'
521,data/ms_guide.pdf,1.3   FACTORS INFLUENCING YOUR CHOICE OF SPECIALTY  11  Kingdom are foreigners. This is due to the rarity of information available on such  specialties to attract new medical school graduates  and the lack of training  programs in such domain s which...,'Z758'; 'F40232'; 'T888XXS'; 'Z91198'
522,data/ms_guide.pdf,Part II:  Specialties...,'F641'; 'E678'; 'Z0189'; 'Z641'
523,data/ms_guide.pdf,"2.1 ANESTHESIA  15  2.1 Anesthesia     Expert Students  Manal Bakhsh   Obstetric Anesthesia   King Fahad Medical City  Riyadh, Saudi Arabia  Maryah Ahmed Asker  Mohammed Waleed Alshakha   Ohood Alamer    Introduction    Anesthesiology is a branch of ...",'Y701'; 'T8853XS'; 'Y708'; 'T8859XA'
524,data/ms_guide.pdf,"includes preoperative evaluation , optimization, maintenance of intraoperative  sedation and analgesia, and postoperative monitoring.    Residency training in anesthesiology is a five year program. The basic objective  of this program is to train an ...",'T8853XS'; 'Y701'; 'T8853XA'; 'T413X5A'
525,data/ms_guide.pdf,pain management has been included as a subspecialty.    The Specialty by an Expert    Anesthesia coverage is diversified. This means all age groups and all types of   patients depending upon the branch of medicine that needs to be served. Since  this...,'T8853XS'; 'Y66'; 'T8859XA'; 'T8859XD'
526,data/ms_guide.pdf,"The d aily routine for an anesthetist comprises of an average 9 hours. On -call  days range between 4 to 6 per month which means 24 hours stay in the hospital  followed by 24 hours off. During the training period, rotations are done through  various ...",'R402364'; 'Y6552'; 'R402324'; 'R402354'
527,data/ms_guide.pdf,"promotion exams which are conducted once a year. It is mandatory for all the  trainees to be certified in  Basic Life Support (BLS) and Advanced Cardiac Life  Support (ATLS).     On successful completion of the anesthesia residency training, many sub...",'Z01810'; 'Y66'; 'Z751'; 'R0681'
528,data/ms_guide.pdf,anesthesia and regional anesthesia etc.    Anesthesia is a challenging and stressful specialty but it is very gratifying as well.  The feeling of saving a life and to assist colleagues from other specialties to...,'T8859XD'; 'T8859XA'; 'T8853XS'; 'Z9284'
529,data/ms_guide.pdf,2.1 ANESTHESIA  16  accomplish a difficult surgical task is indeed rewarding. It has no gender bias and  is suitable for single and married doctors equally. It provides an excellent social  platform as it interacts with almost all the clinical specia...,'T8853XS'; 'T8853XA'; 'T8859XA'; 'T8853XD'
530,data/ms_guide.pdf," Intravenous fluid, and blood products management   Working quickly and accurately under stressful conditions   All procedures and techniques concerned with cardiac life support    Residency Program    Specialty Anesthesia  Duration  5 years   Rot...",'I97711'; 'T411X5S'; 'T411X5A'; 'I97791'
531,data/ms_guide.pdf," Elective Rotation  R4   Cardiac Anesthesia   Pediatric Anesthesia    Thoracic Anesthesia   Intensive Care (Surgical, Medical or  Multidisciplinary)  R5  Pain and Regional Anesthesia    Elective Rotation  Duty hours per day 9   Clinics per mon...",'R402322'; 'R402342'; 'R402364'; 'R402121'
532,data/ms_guide.pdf, King Khalid University Hospital   King Abdulaziz Hospital-National Guard   Security Forces Hospital    King Fahad National Guard Hospital   Prince Sultan Military Medical City  Eastern Province   King Fahad Hospital University-Khobar   King F...,'Z758'; 'Y92238'; 'Y92532'; 'R402363'
533,data/ms_guide.pdf,2.1 ANESTHESIA  17   King Abdulaziz Hospital- Al Ahsa   Saud Al-Babtain Cardiac Center-Dammam   King Abdulaziz Airbase Hospital-Dhahran  Western Province   King Abdulaziz University Hospital   King Fahad Armed Forces Hospital-Jeddah   King Faha...,'Z758'; 'Z759'; 'V8661XS'; 'R402363'
534,data/ms_guide.pdf,"Jeddah  Competition  Competitive  Regions  Riyadh , Eastern and Western Province   Yearly applicants  In 2011, 47 applied  Yearly acceptance  In 2011, only 14 were accepted  Yearly graduates  In 2010, 7 graduated  Please refer to SCFHS web site  link...",'Z020'; 'Z022'; 'T8859XA'; 'T8859XD'
535,data/ms_guide.pdf,"2.2   CARDIAC SURGERY  18  2.2 Cardiac Surgery    Expert Students  Turki B. Albacker  Cardiac Surgeon  King Fahad Cardiac Center  King Khalid University Hospital  Riyadh, Saudi Arabia  Alwaleed Abdulaziz Aljaser   Asma Ibrahim Abdulla   Turki Naif   ...",'T82592S'; 'T82592A'; 'T82592D'; 'T82228S'
536,data/ms_guide.pdf,"via repeated, rhythmic muscular contractions. Cardiac Surgery is the branch of  medicine that is concerned with treatment of various heart diseases and  procedures; such as ischemic heart disease, congenital heart disease, valvular  heart disease, he...",'I97191'; 'I97190'; 'I97111'; 'I97110'
537,data/ms_guide.pdf,"including Cardiovascular Surgery, Cardiothoracic Surgery , as well as  Thoracic  Surgery. These names go back to an era when cardiac surgeons were trained in  all of these specialties. However, with the advance s in surgical practice and the  branchi...",'I97111'; 'I97110'; 'I97130'; 'I97190'
538,data/ms_guide.pdf,"fellowship in either vascular or thoracic surgery to practice either specialty.    The Specialty by an Expert    Cardiac Surgery is well-known to be a very stressful specialty.  It requires a great  deal of commitment and dedication. Multitasking, pr...",'I97191'; 'I97111'; 'I97190'; 'I97110'
539,data/ms_guide.pdf,"family and social life. On the other hand, with superb training and great  mentorship, successful cardiac surgeons have very high career satisfaction and  they are usually compensated and gratified by serving patien ts and saving lives.  Private prac...",'I97110'; 'I97111'; 'Y66'; 'Z4509'
540,data/ms_guide.pdf,"somewhere else is almost unethical as per the specialty roles and standards,  unless you are working with a big team that has a strong infrastructure at your  primary hospital with coverage available 24/7 that is at the same level of  expertise. You ...",'Z408'; 'I97711'; 'T888XXD'; 'I97121'
541,data/ms_guide.pdf,"practice, and this can be very challenging.     Most of the skills that are required for cardiac surgery can usually be acquired....",'I97110'; 'I97111'; 'Z4509'; 'I97190'
542,data/ms_guide.pdf,"2.2   CARDIAC SURGERY  19  However, you need to have the right attitude to be able to acquire these skills in  a lengthy process. These characteristics include, but are not limited to:  Enthusiasm, hard work, commitment, determination, patience, good...",'I97110'; 'I97111'; 'I97190'; 'I97130'
543,data/ms_guide.pdf,"since the heart is the blood supplier to the whole body. However, a number of  specialties are very closely related to cardiac surgery, and require daily  interaction with cardiac surgeons. Th ese are Adult and Pediatric Cardiology and  ICU. The next...",'T82897S'; 'T82897D'; 'T82897A'; 'Z95818'
544,data/ms_guide.pdf,closely interrelated with the heart.    The Saudi Board of Cardiac Surgery is a new program that started to accept  residents in the year 2011.  The program receives 40 applica nts every year and  accepts 10 residents every 2 years (an average of 5 p...,'Z941'; 'Z4821'; 'Z764'; 'T8623'
545,data/ms_guide.pdf,years of Cardiac Surgery after they complete an accredited residency training in  General Surgery.  The first three years in the Residency Training are the core  surgical years in which the junior resident wil l rotate in all the specialties that  pr...,'I97111'; 'I97110'; 'I97711'; 'I97790'
546,data/ms_guide.pdf,"Catheterization, Cardiac Perfusion, Cardiac Anesthesia, Intensive Care Unit (ICU),  and Research. After passing the third year, the resident becomes a senior  resident in the next three years and a chief resident in the last year of the  program. The...",'I97111'; 'I97110'; 'Y66'; 'I97130'
547,data/ms_guide.pdf,"spent in Adult Cardiac Surgery. There is an annual Promotion Exam for both R1- 3 and R4-7 separately.  Like any other surgical specialty, there is no fixed number  of working hours per day but the resident will go home after he/she finishes the  assi...",'Y6552'; 'I97111'; 'I97110'; 'Z4509'
548,data/ms_guide.pdf,the resident is rotating.  We encourage interpersonal communication and  cooperation between the residents to arrange for appropriate and effective  service coverage. The number of operating room (OR) days and clinics per week  are variable and depen...,'Z759'; 'Y92234'; 'Z764'; 'Y92538'
549,data/ms_guide.pdf,usually held in one of the training hospitals in addition to the local academic   activities that the resident will be involved in locally in the hospital in which he   or she is doing their training.     There are a good number of Saudi c ardiac sur...,'Z758'; 'Y66'; 'Z764'; 'Y92530'
550,data/ms_guide.pdf,2.2   CARDIAC SURGERY  20  behind the establishment of the Saudi Board of Cardiac Surgery.  It aims to  produce highly trained cardiac surgeons who are ready to serve his patients and  country needs.      Fellowships and Subspecialty Training    A) A...,'I97130'; 'Z941'; 'I97190'; 'I97110'
551,data/ms_guide.pdf,B) Congenital Cardiac Surgery Fellowship:    Residency Program    Specialty Cardiac Surgery  Duration  7 years  Rotations  R1  12 months   General Surgery including a minimum duration of 3  months in Trauma Surgery  R2  3 months   Thoracic Surgery ...,'I97111'; 'I97110'; 'Q209'; 'Q249'
552,data/ms_guide.pdf, Cardiac Catheterization Laboratory  2 months   Elective Rotation  6 months   Academic Enrichment -a research proposal should  be completed with a mentor  R4  R5  Junior Resident in Cardiac Surgery  12 months   Adult Cardiac Surgery   6 months  ...,'Y625'; 'Z4509'; 'I97111'; 'I97110'
553,data/ms_guide.pdf,2.2   CARDIAC SURGERY  21  3 months   Vascular Surgery Senior  R6  R7  Senior Resident in Cardiac Surgery  18 months   Adult Cardiac Surgery  6 months    Elective-adult or Congenital-based on choice  Working hours per day 8-9   Clinic per week 1  ...,'Y66'; 'I97110'; 'I97111'; 'T889XXS'
554,data/ms_guide.pdf,Hospitals that offer the  program   King Abdulaziz Medical City For National Guard -Riyadh    King Faisal Specialist Hospital and Research Center-Riyadh    King Fahad Cardiac Center in King Khaled Hospital-Riyadh   Prince Sultan Cardiac Center i ...,'Z764'; 'Z758'; 'Z759'; 'Y92532'
555,data/ms_guide.pdf, King Faisal Specialist Hospital-Jeddah  Please refer to SCFHS web site link below for updated information on the Cardiac  Surgery Training Program  http://www.scfhs.org.sa/en/MESPS/TrainingProgs/TrainingProgsStatement/HeartSurg/Pag es/default.aspx...,'Z941'; 'I97111'; 'I97110'; 'I97130'
